iter	Logloss	Accuracy
233	0.4477561349	0.7928235294
234	0.4476798528	0.7928235294
235	0.4476359439	0.7928823529
236	0.4476175316	0.7928529412
237	0.4476060484	0.7927647059
238	0.4475197202	0.7930294118
239	0.4474278043	0.7932058824
240	0.4473779648	0.7932352941
241	0.4473012699	0.7932941176
242	0.4472955404	0.7932058824
243	0.4472403869	0.7932647059
244	0.4471731159	0.7933529412
245	0.4469658491	0.7935
246	0.4469347332	0.7933529412
247	0.4468677244	0.7934117647
248	0.4468038145	0.7935
249	0.4467580706	0.7935
250	0.4467487154	0.7934117647
251	0.4467029637	0.7935294118
252	0.4466318026	0.7935882353
253	0.4465415846	0.7936764706
254	0.4465060067	0.7936764706
255	0.4464394546	0.7936764706
256	0.4463813251	0.7937058824
257	0.4462967747	0.7937647059
258	0.4462159976	0.7938823529
259	0.4461388469	0.7939117647
260	0.4461128122	0.7939705882
261	0.4459547246	0.7938235294
262	0.4458901818	0.7937647059
263	0.4457882214	0.7936764706
264	0.4457097319	0.7936470588
265	0.4456340129	0.7939117647
266	0.4455511344	0.794
267	0.4454690279	0.7941176471
268	0.4454220254	0.7941470588
269	0.4453663535	0.7943529412
270	0.4452979666	0.7942058824
271	0.4452035642	0.7942647059
272	0.4451823768	0.7942647059
273	0.4450943307	0.7943529412
274	0.4450391906	0.7944411765
275	0.4449673095	0.7944705882
276	0.4449062557	0.7945294118
277	0.444792641	0.7944117647
278	0.4447733886	0.7944705882
279	0.444712357	0.7945
280	0.4446438049	0.7945
281	0.4445994073	0.7944705882
282	0.4445393984	0.7946764706
283	0.4444956744	0.7947352941
284	0.4444432966	0.7947058824
285	0.4443540456	0.7947058824
286	0.4443164716	0.7947352941
287	0.4442649041	0.7947352941
288	0.4442051025	0.7947941176
289	0.4441565177	0.7948529412
290	0.44409585	0.7948235294
291	0.4440189567	0.7951470588
292	0.443987441	0.7951176471
293	0.4439088389	0.7951764706
294	0.4438657674	0.7951176471
295	0.443810695	0.795
296	0.4437527639	0.7951176471
297	0.4436950683	0.7950882353
298	0.4436610163	0.7952058824
299	0.4435980342	0.7953529412
300	0.4435325378	0.7955882353
301	0.4434380306	0.7954705882
302	0.4433659178	0.7957058824
303	0.4433143678	0.7957058824
304	0.4432725008	0.7957941176
305	0.4432212968	0.7957352941
306	0.4431832759	0.7959117647
307	0.4431455279	0.7960294118
308	0.4430952052	0.7959411765
309	0.4430457761	0.7959411765
310	0.4428879806	0.7960882353
311	0.442828624	0.7962058824
312	0.4427819179	0.7961764706
313	0.4427218876	0.7962352941
314	0.4426772606	0.7962058824
315	0.4426128979	0.7962352941
316	0.4425487857	0.7963529412
317	0.4424881892	0.7964117647
318	0.4424741536	0.7964705882
319	0.4423743412	0.7965
320	0.4423455875	0.7964705882
321	0.442289255	0.7964705882
322	0.4422472943	0.7965588235
323	0.4421815396	0.7965294118
324	0.4420898124	0.7965882353
325	0.4420358577	0.7965882353
326	0.4419574823	0.7967352941
327	0.441926865	0.7966470588
328	0.4418438732	0.7968235294
329	0.441814377	0.7969705882
330	0.4417699079	0.7969117647
331	0.4417172525	0.7968529412
332	0.4416710526	0.7967352941
333	0.44160543	0.7968235294
334	0.4415733931	0.7968235294
335	0.4414979981	0.7967352941
336	0.4414621316	0.7967058824
337	0.4413922537	0.7967941176
338	0.4413444092	0.7968529412
339	0.441316906	0.7968529412
340	0.4412622449	0.7969117647
341	0.4411786813	0.7970588235
342	0.441133004	0.7970882353
343	0.4410923992	0.7970588235
344	0.4410417089	0.7970588235
345	0.4409833958	0.7971176471
346	0.4409285314	0.7972352941
347	0.4409276929	0.7971764706
348	0.4408838081	0.7972058824
349	0.4408439954	0.7972647059
350	0.4408253889	0.7973823529
351	0.4408245612	0.7973235294
352	0.4407774039	0.7973235294
353	0.4407219656	0.7973235294
354	0.4406418284	0.7975294118
355	0.4405991058	0.7976176471
356	0.4405473431	0.7974411765
357	0.4404780017	0.7976764706
358	0.4404606717	0.7975588235
359	0.4403601459	0.7974705882
360	0.44031469	0.7974411765
361	0.4402785797	0.7973823529
362	0.4401057624	0.7975882353
363	0.4400387576	0.7975882353
364	0.4399856291	0.7976176471
365	0.4399336566	0.7976176471
366	0.4398494786	0.7977352941
367	0.4397904028	0.7975588235
368	0.4397061034	0.7977647059
369	0.4396646558	0.7978235294
370	0.4396198969	0.7980294118
371	0.4395749956	0.7978823529
372	0.4395287846	0.7979411765
373	0.4394517831	0.7979705882
374	0.4393525308	0.798
375	0.4392724215	0.7979117647
376	0.4392211397	0.7980294118
377	0.4391913654	0.7980294118
378	0.4390713102	0.7981470588
379	0.4390018873	0.7983529412
380	0.4389591455	0.7983529412
381	0.4388736223	0.7985294118
382	0.4388076063	0.7984411765
383	0.4387370142	0.7986470588
384	0.4386276594	0.7987058824
385	0.4385016681	0.7987058824
386	0.4383854495	0.7987058824
387	0.4383364231	0.7987941176
388	0.4382822686	0.7988529412
389	0.438252982	0.7988823529
390	0.4382185013	0.7989705882
391	0.4381753432	0.7988823529
392	0.4381753227	0.7988823529
393	0.438135174	0.7987941176
394	0.4380434549	0.7988235294
395	0.4380135146	0.7988235294
396	0.4379471028	0.7988235294
397	0.4379119561	0.7987647059
398	0.4378580537	0.7986764706
399	0.4378058333	0.7988529412
400	0.4377626355	0.7987352941
401	0.4377105939	0.7988529412
402	0.4376709184	0.7989705882
403	0.4376020978	0.7988823529
404	0.437550649	0.7990294118
405	0.4375185744	0.7988235294
406	0.4374827581	0.7988823529
407	0.4374244424	0.7988823529
408	0.4373769319	0.7988823529
409	0.4373202679	0.7989705882
410	0.4372756283	0.7989705882
411	0.4372504253	0.7990588235
412	0.4371995284	0.7991176471
413	0.4371590704	0.7991176471
414	0.4370489563	0.7989117647
415	0.4369833652	0.799
416	0.436945299	0.7990294118
417	0.4368888765	0.7990882353
418	0.4368398273	0.7990588235
419	0.436793903	0.7989705882
420	0.4367935551	0.7989411765
421	0.43676753	0.7989705882
422	0.4367380375	0.7990588235
423	0.436709518	0.799
424	0.436664094	0.799
425	0.4365579435	0.7991764706
426	0.4365157566	0.7993823529
427	0.4364777196	0.7994117647
428	0.4364563053	0.7994117647
429	0.436429787	0.7994117647
430	0.4363514118	0.7991764706
431	0.4363101707	0.7992941176
432	0.4362472819	0.7993823529
433	0.4361952761	0.7994411765
434	0.4361445867	0.7995588235
435	0.4361267597	0.7995588235
436	0.436114958	0.7996176471
437	0.4361146953	0.7995882353
438	0.43608981	0.7995588235
439	0.4360344227	0.7996176471
440	0.4360141315	0.7996764706
441	0.4359736439	0.7998529412
442	0.4359203214	0.7998235294
443	0.4358676174	0.7998235294
444	0.435824445	0.7998235294
445	0.4357836181	0.7998823529
446	0.4357493055	0.7998529412
447	0.4357490897	0.7998529412
448	0.4357016821	0.7999117647
449	0.4356503204	0.8000294118
450	0.4356132512	0.7998823529
451	0.4355857248	0.7999117647
452	0.4355485563	0.8
453	0.4355243397	0.8
454	0.4354656112	0.8001176471
455	0.435435964	0.8001470588
456	0.4354003605	0.8000882353
457	0.4353888786	0.8000882353
458	0.4353448196	0.8001470588
459	0.4353065808	0.8002352941
460	0.435254852	0.8001764706
461	0.4352235516	0.8002058824
462	0.4351953697	0.8002352941
463	0.4351638604	0.8002941176
464	0.4351070193	0.8003823529
465	0.4350656149	0.8002941176
466	0.4349983793	0.8003529412
467	0.4349981512	0.8003529412
468	0.4349678824	0.8003235294
469	0.4349127753	0.8003529412
470	0.4348961534	0.8004117647
471	0.4348356187	0.8003823529
472	0.4347917931	0.8003823529
473	0.4347635255	0.8003823529
474	0.4347098733	0.8003823529
475	0.4346742482	0.8003529412
476	0.4346141098	0.8003823529
477	0.4346139391	0.8003235294
478	0.4345729028	0.8003823529
479	0.434549887	0.8004117647
480	0.4344756808	0.8006176471
481	0.4344573152	0.8005
482	0.4344225565	0.8004705882
483	0.4344082753	0.8004705882
484	0.4343946134	0.8003235294
485	0.4342962767	0.8005
486	0.4342633656	0.8006470588
487	0.4342581533	0.8007058824
488	0.4342346661	0.8006764706
489	0.4342146185	0.8007352941
490	0.4341677288	0.8007647059
491	0.4341226704	0.8007647059
492	0.4340662035	0.8008235294
493	0.4340156459	0.8008529412
494	0.4340097675	0.8008823529
495	0.4339708141	0.8009117647
496	0.4339107951	0.8010294118
497	0.4338602819	0.8010294118
498	0.433852367	0.8010294118
499	0.4338037516	0.8013235294
500	0.4337598563	0.8012941176
501	0.4337420538	0.8012941176
502	0.4336966351	0.8012941176
503	0.4336764614	0.8012941176
504	0.4336105871	0.8012647059
505	0.4335446028	0.8012058824
506	0.4335012247	0.8011470588
507	0.4334687014	0.8011176471
508	0.4334307241	0.8011176471
509	0.4333730541	0.8011470588
510	0.4333416541	0.8012352941
511	0.433298979	0.8012941176
512	0.4332392742	0.8011764706
513	0.4332360433	0.8012058824
514	0.4332081811	0.8013529412
515	0.4331442582	0.8014411765
516	0.4331199917	0.8014411765
517	0.4330824722	0.8015
518	0.4330448804	0.8015294118
519	0.4330077434	0.8014705882
520	0.4329526667	0.8013823529
521	0.4328774808	0.8013823529
522	0.4328509952	0.8013823529
523	0.4328000217	0.8014411765
524	0.4327488089	0.8015
525	0.4327124097	0.8015294118
526	0.4326661586	0.8014705882
527	0.4326242167	0.8014411765
528	0.4326145725	0.8014411765
529	0.4325680812	0.8015
530	0.4325677413	0.8015
531	0.4325357755	0.8015882353
532	0.4325128492	0.8015882353
533	0.4324657411	0.8015882353
534	0.4324109654	0.8016764706
535	0.4323597777	0.8015882353
536	0.4323304012	0.8016176471
537	0.4322964631	0.8016176471
538	0.4322554891	0.8017058824
539	0.4322554318	0.8016764706
540	0.432211707	0.8015294118
541	0.4321559903	0.8015
542	0.4321458637	0.8015588235
543	0.4321458007	0.8015588235
544	0.4321166774	0.8015882353
545	0.4320827284	0.8015588235
546	0.4320160392	0.8015882353
547	0.432015977	0.8015882353
548	0.4319935621	0.8015588235
549	0.4319622288	0.8016470588
550	0.431931971	0.8016764706
551	0.4319102161	0.8017352941
552	0.4318823519	0.8017352941
553	0.4318822956	0.8017352941
554	0.4318320726	0.8018823529
555	0.4318067962	0.8019117647
556	0.4317834698	0.8019117647
557	0.4317834158	0.8018823529
558	0.4317591703	0.8018235294
559	0.4317092631	0.8017941176
560	0.4317092087	0.8018235294
561	0.4316618489	0.8016470588
562	0.4315607082	0.8019117647
563	0.4315195282	0.8017647059
564	0.4314865067	0.8017647059
565	0.431450489	0.8018529412
566	0.4314170406	0.8018823529
567	0.4313901032	0.8018529412
568	0.4313348009	0.8019117647
569	0.4313099805	0.8019117647
570	0.431249079	0.802
571	0.4312490234	0.8020294118
572	0.4312487195	0.8020294118
573	0.4312486763	0.8020294118
574	0.4311983259	0.8020588235
575	0.431149487	0.8020588235
576	0.431149445	0.8020588235
577	0.431111719	0.8020294118
578	0.4311116809	0.8020294118
579	0.4311113923	0.8019705882
580	0.431071989	0.8020294118
581	0.4310532894	0.8021176471
582	0.4310532553	0.8021176471
583	0.4309826755	0.8020882353
584	0.4309293338	0.8021470588
585	0.4308712687	0.8021176471
586	0.4308710251	0.8021176471
587	0.4308266618	0.8020588235
588	0.4308139642	0.802
589	0.4307923275	0.8020588235
590	0.4307413721	0.802
591	0.4307413349	0.8019411765
592	0.4306835362	0.8022058824
593	0.4306539424	0.8023235294
594	0.4306277673	0.8024411765
595	0.4306277344	0.8024411765
596	0.430583844	0.8023529412
597	0.4305271328	0.8021764706
598	0.4305112738	0.8022352941
599	0.4304922532	0.8022352941
600	0.4304501741	0.8022941176
601	0.4304113423	0.8022941176
602	0.430395187	0.8023235294
603	0.4303635542	0.8024705882
604	0.4303463908	0.8025588235
605	0.4303220705	0.8024705882
606	0.4303220358	0.8024705882
607	0.4302302718	0.8026176471
608	0.4301828671	0.8025294118
609	0.4301600237	0.8025588235
610	0.4301199833	0.8027058824
611	0.4300663347	0.8027941176
612	0.4300482515	0.8027058824
613	0.4300482159	0.8027058824
614	0.4300481821	0.8027352941
615	0.4299968635	0.8027058824
616	0.4299968328	0.8026764706
617	0.4299463097	0.8027647059
618	0.4298764408	0.8027352941
619	0.4298532365	0.8027941176
620	0.4297839188	0.8028529412
621	0.4297250298	0.8030588235
622	0.4297210635	0.803
623	0.4296976499	0.8030294118
624	0.4296976169	0.8030294118
625	0.4296385501	0.8030294118
626	0.4296126843	0.8030882353
627	0.4296126537	0.8030882353
628	0.4295811999	0.8032352941
629	0.4295350198	0.8033823529
630	0.4295152096	0.8033823529
631	0.4294782956	0.8033529412
632	0.4294403913	0.8033235294
633	0.4293718533	0.8032058824
634	0.4293372666	0.8032647059
635	0.4293372403	0.8032647059
636	0.429295146	0.8031764706
637	0.42925753	0.8032647059
638	0.4292123978	0.8032058824
639	0.4291888803	0.8032352941
640	0.4291888417	0.8032058824
641	0.4291569846	0.8032352941
642	0.4291366723	0.8032058824
643	0.429094911	0.8033823529
644	0.4290599359	0.8034411765
645	0.4290333648	0.8034411765
646	0.428979041	0.8035
647	0.4289392252	0.8035588235
648	0.4288912092	0.8035882353
649	0.4288543998	0.8037352941
650	0.4288087289	0.8036764706
651	0.4287753287	0.8037058824
652	0.4287356127	0.8036176471
653	0.4287142236	0.8036470588
654	0.4286775516	0.8035588235
655	0.428677511	0.8035294118
656	0.4286382724	0.8035588235
657	0.4286068605	0.8036470588
658	0.428595532	0.8035882353
659	0.4285767676	0.8036470588
660	0.4285486086	0.8036470588
661	0.4285013022	0.8035882353
662	0.4285012673	0.8035882353
663	0.4284804034	0.8036176471
664	0.4284443561	0.8037352941
665	0.4284239957	0.8037352941
666	0.4283923034	0.8038235294
667	0.4283450656	0.8037941176
668	0.4283119764	0.8038235294
669	0.428288771	0.8039411765
670	0.4282887383	0.8039411765
671	0.428274246	0.8039411765
672	0.4282278141	0.8039705882
673	0.428197953	0.8039411765
674	0.4281723918	0.8038823529
675	0.4281723625	0.8038823529
676	0.4281563783	0.8037647059
677	0.4281441998	0.8037352941
678	0.4281441744	0.8037058824
679	0.428098878	0.8037352941
680	0.4280988515	0.8037352941
681	0.4280627009	0.8039411765
682	0.4280304099	0.804
683	0.4280127653	0.804
684	0.4279622046	0.8040294118
685	0.4279387851	0.804
686	0.4279129182	0.8040294118
687	0.4278733915	0.8039705882
688	0.4278510099	0.8041176471
689	0.4278310436	0.8042058824
690	0.4277879505	0.8041176471
691	0.4277470009	0.8041176471
692	0.4277043135	0.8041764706
693	0.4277042812	0.8041764706
694	0.4276869812	0.8042058824
695	0.4276527115	0.8041470588
696	0.4276080537	0.8040882353
697	0.427549904	0.8041764706
698	0.4275317634	0.8041470588
699	0.427501892	0.8042941176
700	0.4275018646	0.8042941176
701	0.4274853138	0.8042941176
702	0.4274712532	0.8042941176
703	0.4274712274	0.8043235294
704	0.4274338578	0.8043235294
705	0.4274338333	0.8043235294
706	0.4273903046	0.8043823529
707	0.4273281546	0.8043235294
708	0.4272852245	0.8044705882
709	0.4272591267	0.8044117647
710	0.4272591071	0.8044117647
711	0.4272224166	0.8044411765
712	0.4271967035	0.8045882353
713	0.4271555901	0.8045
714	0.4271555718	0.8045
715	0.4271260622	0.8046470588
716	0.4271103915	0.8045588235
717	0.4270807223	0.8047352941
718	0.4270576506	0.8047352941
719	0.4270576299	0.8047352941
720	0.4270127591	0.8047058824
721	0.4269986297	0.8047352941
722	0.4269636608	0.8047647059
723	0.4269338469	0.8047647059
724	0.4269118306	0.8047647059
725	0.4268871367	0.8048823529
726	0.4268871209	0.8048823529
727	0.4268456254	0.8048235294
728	0.4268456102	0.8048235294
729	0.4268152325	0.8047941176
730	0.4267926283	0.8048235294
731	0.4267398189	0.8049411765
732	0.4267221542	0.8049117647
733	0.4266912445	0.8049117647
734	0.4266735587	0.8048823529
735	0.4266244035	0.8049117647
736	0.4266022029	0.8048823529
737	0.4265522586	0.8047647059
738	0.426526959	0.8049411765
739	0.4265253005	0.8049411765
740	0.426464796	0.805
741	0.4264334867	0.8049411765
742	0.4264062455	0.8050588235
743	0.4263613764	0.805
744	0.4263613585	0.805
745	0.4263386471	0.8050588235
746	0.4263386294	0.8050882353
747	0.4263118516	0.8051470588
748	0.4262850094	0.8051176471
749	0.4262849939	0.8051176471
750	0.426260373	0.805
751	0.4262603578	0.8049705882
752	0.4262603434	0.805
753	0.4262502881	0.8049705882
754	0.4262502752	0.8049705882
755	0.4262249249	0.8050588235
756	0.4262122882	0.8051176471
757	0.426183704	0.8051176471
758	0.4261680628	0.8051764706
759	0.4261308013	0.8053235294
760	0.4261142195	0.8053235294
761	0.4261140184	0.8053529412
762	0.4260859769	0.8053235294
763	0.4260401211	0.8052352941
764	0.4260174405	0.8053235294
765	0.4259978168	0.8053235294
766	0.4259712538	0.8053823529
767	0.4259712375	0.8053823529
768	0.4259305495	0.8054705882
769	0.4259305337	0.8054705882
770	0.4259066368	0.8054411765
771	0.4259066228	0.8054411765
772	0.4259066096	0.8054411765
773	0.425906597	0.8054411765
774	0.4258738939	0.8054411765
775	0.4258606384	0.8053823529
776	0.4258252998	0.8053529412
777	0.4258252836	0.8053529412
778	0.4257967824	0.8053235294
779	0.425777797	0.8054411765
780	0.425755697	0.8054411765
781	0.4257301761	0.8055
782	0.4257105801	0.8054705882
783	0.4256914231	0.8054411765
784	0.4256548143	0.8055588235
785	0.4256145931	0.8054705882
786	0.4255859622	0.8055294118
787	0.4255606444	0.8055294118
788	0.4255605047	0.8055294118
789	0.4255555412	0.8055588235
790	0.4255320674	0.8056176471
791	0.4255043058	0.8055
792	0.4254621065	0.8055294118
793	0.4254110635	0.8055
794	0.4254108844	0.8054705882
795	0.4253738299	0.8053823529
796	0.4253563318	0.8053823529
797	0.4253221533	0.8053529412
798	0.4253221325	0.8053529412
799	0.4252806603	0.8053235294
800	0.4252707283	0.8053235294
801	0.4252292795	0.8054117647
802	0.4252050567	0.8056764706
803	0.4251680905	0.8055588235
804	0.4251550695	0.8055882353
805	0.4251269189	0.8055588235
806	0.4251018375	0.8055
807	0.4250717543	0.8055
808	0.4250715003	0.8055
809	0.4250153912	0.8056176471
810	0.4249650646	0.8057058824
811	0.4249130316	0.8056764706
812	0.4248850527	0.8057058824
813	0.424859292	0.8056176471
814	0.4248592746	0.8056176471
815	0.4248181904	0.8056764706
816	0.4247888342	0.8056470588
817	0.4247688786	0.8057352941
818	0.4247449708	0.8057647059
819	0.4247261051	0.8058529412
820	0.4246940821	0.8058529412
821	0.4246668818	0.8058235294
822	0.4246556606	0.8058529412
823	0.4246556329	0.8058529412
824	0.4246394211	0.8059411765
825	0.4246393951	0.8059705882
826	0.4246147656	0.8057941176
827	0.4245850661	0.8058235294
828	0.4245835203	0.8058529412
829	0.4245632685	0.8059411765
830	0.4245496881	0.8059411765
831	0.4245336499	0.8059705882
832	0.4245089568	0.806
833	0.4245089347	0.806
834	0.4245089137	0.8060294118
835	0.4244423579	0.8061176471
836	0.4244123977	0.8061764706
837	0.4244123791	0.8061764706
838	0.4243661782	0.8060588235
839	0.4243661627	0.8060588235
840	0.4243197711	0.8061176471
841	0.4242869347	0.8062941176
842	0.4242648822	0.8062941176
843	0.424237531	0.8063529412
844	0.4242375076	0.8063529412
845	0.4242069364	0.8062647059
846	0.4241881934	0.8063235294
847	0.4241598689	0.8063823529
848	0.4241378151	0.8062352941
849	0.4241129917	0.8065
850	0.4241129813	0.8065
851	0.4240856324	0.8065588235
852	0.4240693778	0.8066764706
853	0.4240492943	0.8066764706
854	0.4240311614	0.8067058824
855	0.4239972688	0.8067352941
856	0.4239709909	0.8066470588
857	0.4239422861	0.8064411765
858	0.4239422765	0.8064411765
859	0.4239119216	0.8066470588
860	0.4239119121	0.8066470588
861	0.4238797656	0.8065294118
862	0.4238704655	0.8066470588
863	0.4238554028	0.8067941176
864	0.4238076769	0.8068235294
865	0.4237988998	0.8067941176
866	0.4237404607	0.8067941176
867	0.4237404516	0.8067941176
868	0.4237119389	0.8068235294
869	0.4236881882	0.8068235294
870	0.4236721139	0.8067647059
871	0.4236721057	0.8067647059
872	0.4236720978	0.8067647059
873	0.4236472426	0.8068235294
874	0.4236472345	0.8068235294
875	0.4236170941	0.8068235294
876	0.4235802309	0.8069411765
877	0.4235489274	0.8069411765
878	0.4235281132	0.807
879	0.4234912693	0.807
880	0.4234371487	0.8070294118
881	0.4234216228	0.807
882	0.4234076361	0.807
883	0.4233696558	0.8069411765
884	0.4233315658	0.8069117647
885	0.4232943602	0.807
886	0.4232943544	0.8069705882
